label,x,y,size,level
Estereotipos,823,-1608,1,2
Ezequiel Martínez Estrada,816,-1600,1,2
Familia Brontë,847,-1668,1,2
Fanny Burney,806,-1650,1,2
Fedor Dostoievski,886,-1568,1,2
Feme,855,-1632,1,2
Fenelón,979,-1624,1,2
Fernando Lázaro Carreter,862,-1616,1,2
Fidias,322,-1551,1.4142135623730951,2
Filosofía perenne,818,-1669,1,2
François Rude,934,-1641,1,2
Fray Luis de León,929,-1617,1,2
Galaxia Gutenberg,929,-1672,1,2
Gayo Valerio Catulo,860,-1691,1,2
Gran Esfinge de Guiza,860,-1625,1,2
Great Books of the Western World,893,-1632,1,2
Gregorio Fernández,983,-1615,1,2
Grocio,822,-1658,1,2
Guerras de religión,894,-1597,1,2
Gálata moribundo,872,-1634,1,2
Haendel,841,-1626,1,2
Haydn,904,-1566,1,2
Helenístico,811,-1627,1,2
Herman Melville,941,-1575,1,2
Herética,916,-1559,1,2
Hesiodo,781,-1665,1,2
Hildegard von Bingen,796,-1603,1,2
Ignacio de Loyola,901,-1638,1,2
Imitación de Cristo,967,-1630,1,2
Index Translationum,966,-1580,1,2
Inquisición española,933,-1611,1,2
Instituto Cervantes,211,-1646,1.4142135623730951,2
Jacobo Arminio,950,-1600,1,2
Jacques Schiffrin,846,-1585,1,2
Jaime Gil de Biedma,848,-1635,1,2
Jan Hus,786,-1630,1,2
Jansenio,833,-1657,1,2
Javier Cercas,878,-1625,1,2
Javier Marías,891,-1577,1,2
Jean-Auguste-Dominique Ingres,887,-1678,1,2
José Carlos Mainer,963,-1595,1,2
José Manuel Blecua Teijeiro,869,-1645,1,2
José Ángel Valente,873,-1572,1,2
Juan Bautista Bergua,881,-1574,1,2
Juan Benet,793,-1685,1,2
Kafka,866,-1665,1,2
Kandinsky,864,-1656,1,2
Kempis,874,-1609,1,2
La Biblia,853,-1663,1,2
La Caixa,873,-1653,1,2
La Fontaine,798,-1612,1,2
La Lectura,873,-1593,1,2
Laplace,818,-1582,1,2
Las mil mejores poesías de la lengua castellana,950,-1568,1,2
Las virtudes cardinales (Rafael),962,-1602,1,2
Le Morte d'Arthur,848,-1677,1,2
Libros clásicos de la ciencia,922,-1608,1,2
Lisipo,941,-1597,1,2
Literatura africana,929,-1592,1,2
Literatura caballeresca,881,-1635,1,2
Literatura en castellano,913,-1625,1,2
Logografía,864,-1637,1,2
Longino (santo),838,-1685,1,2
Luis Vaz de Camões,869,-1581,1,2
Maestro Mateo,917,-1684,1,2
Mahler,812,-1675,1,2
Manuel Rivadeneyra,936,-1589,1,2
Marcel Proust,929,-1661,1,2
Marguerite Yourcenar,857,-1671,1,2
Marguerite de Navarre,868,-1625,1,2
Martin Seymour-Smith,919,-1672,1,2
Mary Montagu,793,-1620,1,2
Max Ernst,336,-1556,1.4142135623730951,2
Melanchton,838,-1650,1,2
Miguel Delibes,959,-1572,1,2
Mikhail Katkov,948,-1620,1,2
Mirón,348,-1547,1.4142135623730951,2
Moby-Dick,918,-1578,1,2
Modern Library,926,-1582,1,2
Modern Library 100 Best Novels,897,-1589,1,2
Monástica,879,-1646,1,2
Mozart,947,-1641,1,2
Musas,213,-1639,1.4142135623730951,2
Místico,904,-1631,1,2
Nicolas Boileau-Despréaux,910,-1652,1,2
Nicolás Antonio,952,-1579,1,2
Nieves Ibeas,788,-1642,1,2
Nueva Biblioteca de Autores Españoles,833,-1693,1,2
Nueve poetas líricos,952,-1592,1,2
Obras literarias,883,-1593,1,2
Oistrach,853,-1652,1,2
Originalidad,829,-1684,1,2
Otto Maria Carpeaux,813,-1661,1,2
Pablo Gargallo,335,-1547,1.4142135623730951,2
Padre Mariana,855,-1585,1,2
Parnaso,789,-1658,1,2
Pedro Valdo,866,-1600,1,2
Pierre Corneille,803,-1594,1,2
Pierre Puget,906,-1557,1,2
Pintura alemana,838,-1596,1,2
Pintura española,848,-1566,1,2
Pintura flamenca,956,-1631,1,2
Pintura francesa,905,-1668,1,2
Pintura inglesa,808,-1640,1,2
Pisano,941,-1615,1,2
Poussin,902,-1611,1,2
Praxíteles,321,-1565,1.4142135623730951,2
Premios Nobel de literatura,895,-1652,1,2
Proporción,-285,-310,1.7320508075688772,2
Prototipos,917,-1650,1,2
Publicaciones científicas,794,-1634,1,2
Purcell,950,-1609,1,2
Racine,909,-1686,1,2
Rafael Sánchez Ferlosio,914,-1598,1,2
Reaccionario,857,-1681,1,2
Relevancia,885,-1607,1,2
Repertorio musical,965,-1649,1,2
Robert Hutchins,919,-1589,1,2
Rodin,830,-1635,1,2
Rogerio Bacon,977,-1602,1,2
Romancero,858,-1562,1,2
Ronsard,907,-1591,1,2
Rosalía de Castro,973,-1640,1,2
Rostropovich,843,-1640,1,2
Safo de Lesbos,791,-1650,1,2
Safo de Mitilene,780,-1639,1,2
Saint Exupery,869,-1688,1,2
San Isidoro,933,-1632,1,2
San Pedro de Roma,902,-1659,1,2
Schoemberg,940,-1666,1,2
Scopas,878,-1680,1,2
Servocroata,823,-1637,1,2
Siete maravillas del mundo,854,-1643,1,2
Siete sabios de Grecia,890,-1639,1,2
Stanford University,-524,-224,1.4142135623730951,2
Stravinsky,894,-1644,1,2
Thomas Carlyle,912,-1662,1,2
Thomas Ward,823,-1692,1,2
Thorvaldsen,982,-1594,1,2
Tolstoi,900,-1678,1,2
Torcuato Tasso,802,-1624,1,2
Torso del Belvedere,850,-1622,1,2
Traducciones,861,-1579,1,2
Tres poetas trágicos,925,-1682,1,2
Turgenev,936,-1578,1,2
Tópicos culturales,913,-1674,1,2
Universalidad,815,-1650,1,2
Universidad de Yale,833,-1673,1,2
Venus de Milo,800,-1643,1,2
Verlaine,945,-1585,1,2
Versalles,831,-1627,1,2
Victoria de Samotracia,310,-1562,1.4142135623730951,2
Vivaldi,962,-1639,1,2
Winckelmann,876,-1601,1,2
Wyclif,814,-1692,1,2
Yehudi Menuhin,915,-1642,1,2
Yidish,914,-1634,1,2
Éditions Gallimard,878,-1560,1,2
Índice de impacto,893,-1617,1,2
The Apotheosis of Homer (Ingres),931,-1650,1,2
Frieze of Parnassus,906,-1644,1,2
Art of the United Kingdom,864,-1568,1,2
Christiane Stuckembrock,922,-1658,1,2
Barbara Töpper,886,-1655,1,2
Canon escultórico,780,-1651,1,2
Canon arquitectónico,859,-1592,1,2
Xavier Tubau,807,-1681,1,2
Andrés Álvarez Cabanas,816,-1637,1,2
Club noruego del Libro,936,-1679,1,2
Los cien mejores libros de todos los tiempos,869,-1616,1,2
Biblioteca mundial,968,-1621,1,2
Descristianización,907,-1583,1,2
María Ángeles Millán,941,-1636,1,2
Mujeres de letras,879,-1689,1,2
Educational perennialism,933,-1602,1,2
Book discussion club,824,-1626,1,2
Apoteosis de Homero,883,-1669,1,2
Cultura nacional,907,-1619,1,2
Civilizaciones orientales,867,-1590,1,2
Perennialismo educativo,865,-1608,1,2
Harvard Classics,923,-1623,1,2
Charles W. Eliot,964,-1609,1,2
Core Curriculum,891,-1606,1,2
Columbia College,778,-1629,1,2
Directed Studies,940,-1564,1,2
Everyman's Library,834,-1642,1,2
Great Books,918,-1568,1,2
Stringfellow Barr,845,-1658,1,2
Scott Buchanan,840,-1675,1,2
The Great Books,929,-1569,1,2
Charles William Eliot,779,-1675,1,2
Penguin Classics,830,-1597,1,2
Structured Liberal Education,800,-1654,1,2
Mil libros,959,-1623,1,2
Luis Nueda,955,-1615,1,2
Floresta de la lírica española,827,-1651,1,2
Biblioteca Clásica,868,-1677,1,2
H. R. Curtius,807,-1618,1,2
Alan Karass,959,-1587,1,2
Joaquín José Martínez Sánchez,804,-1670,1,2
Portal:Budismo,-1590,1253,1,2
Abhidhamma-pitaka,-1615,1325,1,2
Abhidharmakosa,-1547,1304,1,2
Abhijna,-1582,1316,1,2
Ajantā,-998,-46,1.4142135623730951,2
Amitābha,-1642,1316,1,2
Anagarika Dharmapala,-1643,1265,1,2
Ananda Coomaraswamy,-1658,1303,1,2
Anapanasati,-1573,1320,1,2
Antirreligión,-1607,1271,1,2
Anātman,-1632,1341,1,2
Arte budista,-984,-58,1.4142135623730951,2
Asanga,-1609,1358,1,2
Asociación Mundial de Budistas,-1555,1361,1,2
Aśoka,-1588,1261,1,2
B.R. Ambedkar,-1617,1267,1,2
Benarés,-1552,1277,1,2
Bharhut,-1595,1320,1,2
Bhavacakra,-1602,1299,1,2
Bhavana,-1592,1346,1,2
Bilocación,-1563,1311,1,2
Bodh Gaya,-1567,1328,1,2
Bodhidharma,-1567,1346,1,2
Buda (concepto),-1658,1291,1,2
Budismo ateo,-1621,1308,1,2
Budismo de Asia oriental,-1636,1259,1,2
Budismo en Corea,-1613,1343,1,2
Budismo en el cine,-1625,1329,1,2
Budismo nichiren,-1623,1346,1,2
Budismo shingon,-1564,1320,1,2
Budismo y ciencia,-1622,1338,1,2
C. G. Jung,-1536,1352,1,2
Camino medio,-1552,1321,1,2
Canon del budismo tibetano,-1602,1249,1,2
Cantidad de budistas en el mundo,-1533,1343,1,2
Chaitya,-1624,1244,1,2
Chogyal Namkhai Norbu,-1546,1354,1,2
Citta,-1587,1361,1,2
Concepto de dios en el budismo,-1646,1334,1,2
Conciencia plena,-1584,1277,1,2
Conjunto de templos de Mahabodhi,-1566,1378,1,2
Contracultura en la década de 1960,-1600,1314,1,2
Cosmogonía budista,-1650,1326,1,2
Cuenca del Tarim,-1550,1333,1,2
Daisaku Ikeda,-1595,1278,1,2
Daisetsu Teitaro Suzuki,-1615,1296,1,2
Daisetz Teitaro Suzuki,-1637,1297,1,2
Dalái Lama,-1570,1303,1,2
Dharani,-1654,1311,1,2
Dificultades occidentales para definir el budismo,-1614,1303,1,2
Dinastía Pala,-1549,1369,1,2
Dinastía Pallava,-1542,1314,1,2
Dinastía Pandya,-1626,1275,1,2
Dios en el budismo,-1580,1307,1,2
Dunhuang,-1546,1344,1,2
Edad del Hierro en el subcontinente indio,-1586,1324,1,2
Edictos de Ashoka,-1617,1316,1,2
Entrenamiento,-1581,1299,1,2
Escuelas budistas,-1658,1280,1,2
Estupa,-972,-70,1.4142135623730951,2
Eugène Burnouf,-1558,1372,1,2
Ficus religiosa,-1620,1287,1,2
Figuras veneradas dentro del budismo,-1595,1366,1,2
Gandhara,-994,-58,1.4142135623730951,2
Grecobudismo,-1624,1360,1,2
Helena Blavatsky,-1542,1324,1,2
Henry Olcott,-1626,1321,1,2
Historia del budismo,-1560,1303,1,2
Imperio kushán,-1604,1371,1,2
Impermanencia,-1648,1275,1,2
Jarsha Vardhana,-1577,1363,1,2
Kanishka,-1630,1290,1,2
Khotan,-1604,1291,1,2
Kumarajiva,-1574,1372,1,2
Kushinagar,-1587,1295,1,2
Kōdō Sawaki,-1565,1356,1,2
Kōtoku-in,-1589,1335,1,2
Lama (budismo),-1597,1377,1,2
Lama Anagarika Govinda,-1556,1342,1,2
Lamrim,-1597,1340,1,2
Lankavatara sutra,-1568,1287,1,2
Levitación,-1605,1348,1,2
Leyes de la naturaleza,-1596,1295,1,2
Los cinco preceptos,-1540,1334,1,2
Lumbini,-1579,1327,1,2
Madhya Pradesh,-1629,1283,1,2
Maitreya,-1628,1304,1,2
Mandala,-1650,1284,1,2
Meditación budista,-1598,1259,1,2
Mitología budista,-1555,1351,1,2
Monasterio Sera,-1609,1310,1,2
Mudra,-1553,1312,1,2
Museo Guimet,-1541,1294,1,2
Nichiren,-1552,1294,1,2
Nikaya,-1533,1314,1,2
Nirvana (budismo),-1574,1312,1,2
No,-1643,1253,1,2
No-teísta,-1600,1306,1,2
Nāgārjuna,-1574,1263,1,2
Padmasambhava,-1644,1292,1,2
Pagoda,-982,-70,1.4142135623730951,2
Pali,-1625,1262,1,2
Paria (casta),-1557,1327,1,2
Patimokkha,-1604,1327,1,2
Pew Research Center,-1614,1373,1,2
Phitsanulok,-1644,1308,1,2
Plantas sagradas en el budismo,-1577,1380,1,2
Prajñā,-1650,1298,1,2
Prajñāpāramitā-sūtra,-1604,1337,1,2
Pratitya-samutpada,-1615,1353,1,2
Provincia de Chiang Mai,-1573,1294,1,2
Pāramitā,-1642,1342,1,2
Raimon Panikkar,-1619,1254,1,2
Ramkhamhaeng,-1611,1287,1,2
Rashtrakuta,-1571,1340,1,2
Rebelión Taiping,-1580,1258,1,2
Renacimiento (budismo),-1638,1304,1,2
República de Kalmukia,-1624,1296,1,2
Rinzai,-1565,1265,1,2
Rubruquis,-1547,1286,1,2
Rueda del dharma,-1574,1353,1,2
S. N. Goenka,-1608,1263,1,2
Samadhi,-1591,1304,1,2
Samatha,-1562,1294,1,2
Samādhi,-1591,1354,1,2
Sanchi,-985,-47,1.4142135623730951,2
Sangha (budismo),-1603,1362,1,2
Sarnath,-1587,1380,1,2
Shuniata,-1639,1283,1,2
Siddharta Gautama,-1579,1287,1,2
Siddhi,-1617,1365,1,2
Sukhothai,-1616,1277,1,2
Sutra (budismo),-1581,1348,1,2
Sutta-pitaka,-1531,1333,1,2
Tailandia del Norte,-1607,1319,1,2
Taixu,-1631,1269,1,2
Templo del Caballo Blanco,-1656,1269,1,2
Textos budistas,-1572,1280,1,2
Thomas William Rhys Davids,-1613,1246,1,2
Thích Quảng Đức,-1608,1254,1,2
Tierra Pura,-1650,1260,1,2
Toshihiko Izutsu,-1613,1334,1,2
Tres Joyas,-1533,1323,1,2
Tri-Laksana,-1653,1319,1,2
Tripitaka Coreana,-1574,1332,1,2
Tṛṣṇā,-1565,1365,1,2
U Thant,-468,1363,1.4142135623730951,2
Universidad de Lausana,-1640,1274,1,2
Universidad de Sri Jayewardenepura,-1587,1370,1,2
Universidad de Sōka,-1559,1285,1,2
Uposatha,-1605,1279,1,2
Vairochana,-1596,1329,1,2
Vaishnavismo,-1541,1361,1,2
Vesak,-1638,1349,1,2
Vihara,-975,-57,1.4142135623730951,2
Vinaya,-1635,1247,1,2
Vinaya-pitaka,-1583,1339,1,2
Vinaya pitaka,-1596,1286,1,2
Vipaka,-1633,1314,1,2
Vipassana,-1598,1269,1,2
Volker Zotz,-1589,1312,1,2
Walpola Rahula,-1562,1336,1,2
Wat,-1562,1274,1,2
Xu Yun,-1537,1304,1,2
Zazen,-1631,1357,1,2
George Cœdès,-1638,1325,1,2
Caminos budistas hacia la liberación,-1600,1353,1,2
Śīla,-1576,1272,1,2
Wat Chedi Liem,-1628,1254,1,2
Kamakura Daibutsu,-1587,1286,1,2
Wat Phra Si Rattana Mahathat,-1589,1269,1,2
"Kosen, Bárbara",-1634,1333,1,2
ALA,1176,618,1,2
Accesibilidad,1184,621,1,2
Archivística,1197,563,1,2
Arquitectura de la información,1192,608,1,2
Bibliotecología comparada,1184,590,1,2
Catalogación,1190,596,1,2
Catálogo en línea,735,471,1.4142135623730951,2
Cinta magnética de audio,1186,575,1,2
Clasificación Decimal Universal,1176,587,1,2
Clasificación bibliográfica,1175,602,1,2
Informetría,1169,610,1,2
Jesse Shera,1185,601,1,2
Logaritmo,1194,572,1,2
Microfilm,1172,593,1,2
Motor de búsqueda,1189,563,1,2
Odontología,1166,595,1,2
Proceso de Bolonia,1196,581,1,2
Sistema Dewey de clasificación,734,458,1.4142135623730951,2
Tecnologías de la información,1195,550,1,2
Weblog,1190,585,1,2
Discusión:Biblioteconomía,1179,580,1,2
Biblioteca técnica nacional de Praga,-11,103,1,2
Checoslovaquia,-23,113,1,2
Clementinum,-30,153,1,2
Idioma checo,-15,113,1,2
Jikji,46,55,1,2
María Teresa I de Austria,9,79,1,2
Número de Identificación Fiscal a efectos del IVA (NIF-IVA),19,72,1,2
Ocupación alemana de Checoslovaquia,32,64,1,2
República Checa,38,60,1,2
Supresión de la Compañía de Jesús,58,44,1,2
Premio Memoria del Mundo,66,47,1,2
Plantilla:Geodatos Japón,344,498,1,2
Año fiscal,324,504,1,2
Biblioteca legislativa,355,502,1,2
Biblioteca pública,176,511,1,2
Cámara de Representantes de Japón,155,488,1,2
Cámara de los Pares (Japón),170,485,1,2
Dieta Imperial,331,500,1,2
Dieta de Japón,189,486,1,2
Douglas MacArthur,337,505,1,2
Parque Ueno,168,486,1,2
Prefectura de Kioto,190,491,1,2
Seika,344,503,1,2
Plantilla:Geodatos Israel,-154,284,1,2
B'nai B'rith,-152,266,1,2
Biblioteca Nacional,-157,272,1,2
Biblioteca publica,-147,275,1,2
Gobierno de Israel,-174,279,1,2
Haaretz,-133,243,1,2
Monte Scopus,-162,276,1,2
Mordejai Ardón,-143,261,1,2
Yiddish,-142,281,1,2
Aryeh Dayan,-146,266,1,2
Canadian Friends of the Hebrew University,-139,255,1,2
Nuremberg Mahzor,-147,284,1,2
Archivo:Es-Bertrand Russell-1-article.ogg,906,1573,1,2
Archivo:Es-Bertrand Russell-2-article.ogg,849,1621,1,2
Archivo:Es-Bertrand Russell-3-article.ogg,885,1630,1,2
Academia Mundial de Arte y Ciencia,878,1627,1,2
Alan Alexander Milne,844,1616,1,2
Alexius Meinong,959,1571,1,2
Alys Pearsall Smith,936,1612,1,2
Amante,981,1567,1,2
Antiimperialismo,923,1619,1,2
Asesinato de John F. Kennedy,869,1604,1,2
Ateísmo agnóstico,884,1621,1,2
Aurelio Major,834,1643,1,2
Bollywood,855,1615,1,2
Cameo,918,1597,1,2
Colwyn Bay,870,1585,1,2
Conferencia Pugwash,927,1582,1,2
Congreso Internacional de Filosofía,893,1574,1,2
Control de la natalidad,922,1612,1,2
Control de natalidad,953,1579,1,2
Crisis de los misiles de Cuba,856,1627,1,2
Cónfer,846,1605,1,2
Derechos de las mujeres,870,1596,1,2
Desarme nuclear,837,1619,1,2
Difteria,907,1597,1,2
Doctor of Science,787,1621,1,2
Educación sexual,849,1639,1,2
El poder en los hombres y en los pueblos,842,1634,1,2
Elogio de la ociosidad y otros ensayos,951,1570,1,2
Embarazo humano,926,1603,1,2
Escuela de Economía y Ciencia Política de Londres,941,1604,1,2
Escuela de Westminster,965,1564,1,2
F. H. Bradley,921,1569,1,2
Falacia de composición,795,1609,1,2
Falseable,808,1602,1,2
Filosofía del proceso,915,1618,1,2
Frederick Copleston,828,1625,1,2
Función de verdad,763,1634,1,2
Fundamentos de la matemática,944,1584,1,2
G. E. Moore,840,1602,1,2
Gobierno Mundial,895,1589,1,2
Grover Maxwell,970,1581,1,2
Gwynedd,780,1638,1,2
Harold Macmillan,858,1592,1,2
Hecho (filosofía),935,1582,1,2
Hecho bruto,876,1610,1,2
Hegeliano,819,1601,1,2
Hegueliano,861,1618,1,2
Hipótesis Omphalos,884,1601,1,2
Homosexual Law Reform Society,882,1612,1,2
Idealista,799,1623,1,2
Igualdad racial,840,1626,1,2
Infidelidad,819,1596,1,2
Ironía,897,1603,1,2
Isomórfico,881,1593,1,2
John Conrad Russell,912,1611,1,2
John F. Kennedy,879,1603,1,2
John Russell (político),902,1619,1,2
John Russell (vizconde de Amberley),798,1619,1,2
Juicios de Núremberg,789,1630,1,2
Józef Rotblat,890,1610,1,2
La conquista de la felicidad,831,1614,1,2
La perspectiva científica,943,1598,1,2
Libre comercio,877,1620,1,2
Libro del Éxodo,861,1607,1,2
Logicomix,912,1586,1,2
Lord John Russell,820,1622,1,2
Marie Stopes,906,1566,1,2
Matrimonio interracial,917,1605,1,2
Matrimonio y moral,948,1563,1,2
Miembro de la Cámara de los Lores,964,1603,1,2
Ministerio de Defensa (Reino Unido),972,1568,1,2
Monmouthshire,918,1583,1,2
Moral victoriana,963,1578,1,2
Movimiento contra la guerra,863,1625,1,2
Métodos anticonceptivos,868,1631,1,2
Nigel Lawson,914,1576,1,2
Nikita Jrushchov,964,1589,1,2
Novela gráfica,972,1591,1,2
Nuevas esperanzas para un mundo en transformación,951,1604,1,2
Número cardinal,875,1583,1,2
Onus probandi,854,1601,1,2
Partido Liberal (Reino Unido),910,1593,1,2
Pavo inductivista,910,1623,1,2
Peter Frederick Strawson,954,1588,1,2
Philip Henry Gosse,956,1596,1,2
Plan Baruch,810,1646,1,2
Política de apaciguamiento,868,1620,1,2
Por qué no soy cristiano,819,1640,1,2
Pär Fabien Lagerkvist,790,1615,1,2
Religión de los griegos en la Antigüedad,819,1611,1,2
Royal Society,842,1594,1,2
Rudolph Carnap,941,1590,1,2
Secretaría General de Naciones Unidas,801,1633,1,2
Sobre la denotación,833,1602,1,2
Socialismo gremial,822,1631,1,2
Stalin,828,1608,1,2
Teoría de tipos,927,1574,1,2
Teoría intuitiva de conjuntos,794,1640,1,2
Tetera de Russell,940,1565,1,2
Tribunal Internacional sobre Crímenes de Guerra,897,1615,1,2
Universidad de California en Los Ángeles,798,1638,1,2
Verificabilidad,874,1635,1,2
Victoria I de Inglaterra,977,1580,1,2
Voto femenino,882,1575,1,2
Willard Quine,893,1623,1,2
Wrangler (Universidad de Cambridge),811,1625,1,2
Yousuf Karsh,828,1640,1,2
Idealism,884,1584,1,2
British philosophy,800,1645,1,2
Katharine Russell,839,1629,1,2
Patricia Spence,862,1581,1,2
Edith Finch,933,1597,1,2
Kate Russell,892,1596,1,2
Conrad Russell,834,1591,1,2
Paradoja Cantor,775,1628,1,2
Clases (teoría de conjuntos),897,1580,1,2
Filosofía del lenguaje ordinario,951,1611,1,2
Louis Pojman,925,1564,1,2
Argumento de ley natural,852,1586,1,2
Michael Lockwood,809,1615,1,2
Walter W. Marseille,941,1573,1,2
Marchas de pascua,809,1629,1,2
Comité de los 100,831,1622,1,2
Crímenes de guerra en Vietnam,808,1609,1,2
16 preguntas sobre el asesinato,926,1591,1,2
Ben Lindsey,905,1607,1,2
Portal:Bachillerato en España,2373,-477,1,2
Alicia Alted,2387,-507,1,2
Alicia Alted Vigil,2359,-487,1,2
Bachillerato Laboral o Técnico en España,2391,-517,1,2
Bachillerato Superior,2349,-489,1,2
Bachillerato Unificado Polivalente,2369,-522,1,2
Bachillerato de Investigación y Excelencia,2348,-506,1,2
Bachillerato superior en España,2363,-517,1,2
Competencia (aprendizaje),2353,-472,1,2
Constitución española de 1978,2361,-466,1,2
Curso de Orientación Universitaria,2354,-497,1,2
Diplomatura,2341,-510,1,2
Educación General Básica,2392,-473,1,2
Educación Secundaria Obligatoria,2370,-471,1,2
Educación infantil en España,2380,-469,1,2
Enseñanza universitaria en España,2347,-479,1,2
Enseñanzas de régimen especial,2383,-498,1,2
