label,x,y,size,level
Groenlandia,-1575,-1665,1,2
Guerra de los Cien Años,-1727,-1469,1,2
Génova,-701,-1424,1.4142135623730951,2
Han (Japón),-1664,-1583,1,2
Harún al-Rashid,-1660,-1674,1,2
Henri Pirenne,-1849,-1474,1,2
Hermano lego,-1855,-1349,1,2
Herramienta,-1716,-1587,1,2
Heterodoxia,-1896,-1530,1,2
Hidacio,-1726,-1434,1,2
Hidalgo,-1671,-1734,1,2
Hisham II,-1635,-1573,1,2
Hispania,-1052,-1104,1.7320508075688772,2
Historia de Al-Andalus,-1622,-1698,1,2
Historia de América,-931,-977,1.4142135623730951,2
Historia de China,-1538,-1701,1,2
Historia de Eslovenia,-1665,-1518,1,2
Historia de Hungría,-1860,-1526,1,2
Historia de Polonia,-1734,-1665,1,2
Historia de la India,-884,-139,1.7320508075688772,2
Historia de la tecnología,-898,-982,1.4142135623730951,2
Historia del islam,-1797,-1523,1,2
Homo viator,-1725,-1514,1,2
Honestior,-1741,-1645,1,2
Honor,-1796,-1662,1,2
Honoria,-1868,-1518,1,2
Horda de Oro,-1690,-1725,1,2
Horror vacui,-1850,-1601,1,2
Huesca,-1744,-1564,1,2
Humilior,-1701,-1605,1,2
Hérulos,-1662,-1663,1,2
Ibn Sina,-1841,-1456,1,2
Ibn Tufail,-904,-103,1.4142135623730951,2
Ibn Zuhr,-1584,-1641,1,2
Icono (religión),-163,-1561,1.7320508075688772,2
Iconoclasia,-1731,-1719,1,2
Iconoclasta,-1648,-1716,1,2
Iconódulo,-1577,-1729,1,2
Iglesia de San Vital en Rávena,-1726,-1575,1,2
Iglesia de Santa Sofía,-1624,-1680,1,2
Iglesia ortodoxa de Alejandría,-1087,-1639,1.4142135623730951,2
Iglesia ortodoxa de Antioquía,-1832,-1587,1,2
Iglesia ortodoxa de Constantinopla,-1542,-1713,1,2
Iglesia ortodoxa de Jerusalén,-1591,-1646,1,2
Ildefonso de Toledo,-1805,-1341,1,2
Imperio Songhay,-1826,-1477,1,2
Imperio Vijayanagara,-1774,-1564,1,2
Imperio almorávide,-1672,-1523,1,2
Imperio de Malí,-1698,-1735,1,2
Incastellamento,-1835,-1498,1,2
Indonesia,-2067,-237,1.7320508075688772,2
Infanzón,-1630,-1726,1,2
Invasiones germánicas,-897,-753,1.7320508075688772,2
Investidura,-1853,-1588,1,2
Isidoro de Mileto,-1743,-1722,1,2
Isidoro de Sevilla,172,-1112,2,2
Islámica,-1406,-433,1.4142135623730951,2
Jaime I de Aragón,-1791,-930,1.4142135623730951,2
Jarchas,-1832,-1515,1,2
Jean-Paul Laurens,-1614,-1659,1,2
Jena,-1772,-1612,1,2
Jerusalén,-967,-703,2.449489742783178,2
Juan Escoto Erígena,-550,-1624,1.4142135623730951,2
Jurisdicción,-1692,-740,1.4142135623730951,2
Justa Grata Honoria,-1713,-1665,1,2
Justiniano I,-1263,-1042,2,2
Jutos,-1727,-1598,1,2
Jázaros,-1885,-721,1.4142135623730951,2
Kaaba,-1702,-1523,1,2
Köktürks,-1719,-1466,1,2
Leandro de Sevilla,-1627,-1576,1,2
Legitimidad de ejercicio,-1692,-1584,1,2
Lengua franca,-1169,-359,1.4142135623730951,2
Lengua latina,-1759,-1406,1,2
Lenguas germánicas,-245,-792,2.6457513110645907,2
Leovigildo,-1679,-1686,1,2
Ley Sálica,-1887,-1471,1,2
Leyes teodoricianas,-1644,-1689,1,2
León III (emperador),-1890,-1434,1,2
León III (papa),-1622,-1651,1,2
León I el Magno,-1628,-1607,1,2
Liber Iudicorum,-1588,-1693,1,2
Liberio,-1613,-1607,1,2
Libro de Kells,-1730,-1643,1,2
Limes,-1601,-1621,1,2
Linaje,-1574,-1676,1,2
Literatura árabe,-776,-1694,1.4142135623730951,2
Liturgia hispánica,-1653,-1695,1,2
Lombardos,-1800,-1374,1,2
Longobardo,-1776,-1463,1,2
Lotaringia,-1796,-1422,1,2
Lotario I,-1752,-1592,1,2
Ludovico Pío,-1749,-1456,1,2
Luis II el Joven,-1791,-1397,1,2
Luis el Germánico,-1639,-1610,1,2
Magister officiorum,-1837,-1642,1,2
Maguncia,-1559,-1639,1,2
Mameluco,-1653,-1754,1,2
Manos muertas,-1825,-1523,1,2
Manso feudal,-1671,-1566,1,2
Mapa de T en O,-1655,-1641,1,2
Mar Mediterráneo,-613,-632,2.6457513110645907,2
Mar Negro,-1800,-1567,1,2
Mar Rojo,-1459,-902,1.7320508075688772,2
Marca (territorio),-1815,-1339,1,2
Marca Bretona,-1753,-1561,1,2
Marca Hispánica,-1635,-1674,1,2
Marca del Friuli,-1780,-1601,1,2
Marca Ávara,-1586,-1611,1,2
Marqués,-1887,-1445,1,2
Masones,-1646,-1676,1,2
Matemática en el islam medieval,-743,380,1.4142135623730951,2
Materialismo histórico,-470,-448,2.6457513110645907,2
Maulas,-1845,-1509,1,2
Mayordomo de palacio,-1851,-1340,1,2
Medieval (desambiguación),-1830,-1598,1,2
Medievalismo,-1843,-1538,1,2
Medina,-1856,-1365,1,2
Memoria histórica,-803,-1026,1.4142135623730951,2
Merced,-1702,-1686,1,2
Merovingios,-1635,-1561,1,2
Mezquita,-2036,-803,1.7320508075688772,2
Mezquita de Córdoba,-938,-988,1.4142135623730951,2
Mezquita de La Meca,-1803,-1650,1,2
Mezzogiorno,-1697,-1695,1,2
Ming,-1610,-1649,1,2
Misionero,-1798,-919,1.4142135623730951,2
Missi dominici,-1639,-1621,1,2
Moaxaja,-1740,-1672,1,2
Modo de producción,-925,-289,2,2
Modo de producción asiático,-1711,-1639,1,2
Modo de producción esclavista,-920,-1022,1.4142135623730951,2
Modo de producción feudal,-540,-896,1.7320508075688772,2
Modo de producción primitivo,-1700,-1500,1,2
Monarca,-1208,-369,2,2
Monarquía electiva,-1591,-1729,1,2
Monarquía hereditaria,-1608,-1601,1,2
Monarquías autoritarias,-1889,-1363,1,2
Monarquías feudales,-897,-1035,1.4142135623730951,2
Monasterio de Montecassino,-1871,-1562,1,2
Monasterio de los Cuatro Santos Coronados,-1704,-1508,1,2
Monasterio en España,-1630,-1686,1,2
Monasterio hispano,-1842,-1517,1,2
Mongoles,-1746,-1696,1,2
Monograma,-1685,-1681,1,2
Monte Athos,-1555,-1661,1,2
Mozárabe,-1565,-1739,1,2
Mudéjar,-1616,-1553,1,2
Muerte civil,-1587,-1632,1,2
Muladí,-1711,-1731,1,2
Mundus,-1764,-1441,1,2
Narsés (general bizantino),-1554,-1675,1,2
Nazismo,278,38,2.449489742783178,2
Neogótico,-1044,-1543,1.4142135623730951,2
Neomudéjar,-1659,-1681,1,2
Neustria,-1675,-1503,1,2
Nicolaísmo,-1757,-1368,1,2
Nimbo (iconografía),-1783,-1530,1,2
Niño Jesús,-1593,-1677,1,2
Numeración arábiga,-1759,-1688,1,2
Océano Atlántico,-784,-1266,1.7320508075688772,2
Océano Índico,-1752,-1675,1,2
Odoacro,-1773,-1687,1,2
Oficios viles y mecánicos,-929,-1079,1.4142135623730951,2
Omar,-1702,-1471,1,2
Omar Jayam,-1674,-1577,1,2
Omar ibn Hafsún,-1623,-1662,1,2
Omeyas,-1632,-1627,1,2
Orbe (joya),-1576,-1646,1,2
Orden de Cluny,-1576,-1638,1,2
Orosio,-533,-1637,1.4142135623730951,2
Oscurantismo,379,-325,1.4142135623730951,2
Ostrogodos,-920,-1078,1.4142135623730951,2
Ostsiedlung,-1782,-1611,1,2
Otomanos,-1885,-1482,1,2
Otto Rahn,-1807,-1506,1,2
Palestina (región),-1535,-813,1.4142135623730951,2
Papado,-1813,-1321,1,2
Papel,-1200,-562,1.7320508075688772,2
Parias (tributo),-1834,-1466,1,2
Patriarca,-1780,-906,1.4142135623730951,2
Patriarca de Constantinopla,-1784,-938,1.4142135623730951,2
Patriarcado de Constantinopla,-1851,-1441,1,2
Patricio de Irlanda,-1791,-947,1.4142135623730951,2
Patrimonium Petri,-1595,-1746,1,2
Países nórdicos,-1678,-1708,1,2
Pensamiento económico medieval,-910,-1096,1.4142135623730951,2
Pentarquía,-1754,-1437,1,2
Peregrinaciones,-1687,-1612,1,2
Peregrinación,-1609,-1563,1,2
Periodo Clásico de América,-1618,-1723,1,2
Periodo Posclásico de América,-1554,-1740,1,2
Período histórico,-1035,-1107,1.7320508075688772,2
Pintura de historia,-1127,-1962,1.4142135623730951,2
Pipino el Breve,-1706,-1713,1,2
Pisa,-1717,-1715,1,2
Plena Edad Media,-908,-994,1.4142135623730951,2
Pobreza,-125,-699,1.4142135623730951,2
Poesía romántica,-1769,-1499,1,2
Poesía árabe,-1604,-1696,1,2
Pontificado,-1762,-1512,1,2
Preconcepto,-1748,-1666,1,2
Prerrománico,-1787,-1386,1,2
Preste Juan,-1744,-1580,1,2
Primer Concilio de Nicea,-1868,-1571,1,2
Primer Periodo Intermedio,-1841,-1527,1,2
Primus inter pares,-1626,-1749,1,2
Privilegiado,-1755,-1535,1,2
Producción (economía),-101,228,2.23606797749979,2
Profesiones liberales,-1837,-1374,1,2
Pronoia,-1784,-1490,1,2
Propiedad,-1132,-14,1.7320508075688772,2
Providencialista,-1805,-1527,1,2
Pueblo danés,-1726,-1671,1,2
Pueblo franco,-1700,-1669,1,2
Pueblo llano,-1617,-1690,1,2
Pueblo magiar,-1760,-1643,1,2
Pueblo sajón,-1809,-1361,1,2
Pueblo suevo,-1737,-1517,1,2
Pueblo turco,-1776,-1350,1,2
Pueblos eslavos,-1442,-782,1.7320508075688772,2
Pólvora,-1705,-1569,1,2
Recaredo,-1616,-1578,1,2
Recesvinto,-1803,-1615,1,2
Reconquista,-916,-1008,1.4142135623730951,2
Reconquista española,-1567,-1726,1,2
Recuperatio Imperii,-1799,-1328,1,2
Regla benedictina,-1854,-1460,1,2
Regla monástica,-1741,-1401,1,2
Reino Ostrogodo,-1741,-1479,1,2
Reino de Braga,-1621,-1600,1,2
Reino de Portugal,-1885,-1561,1,2
Reino de Tolosa,-1752,-1391,1,2
Reino de los francos en la época merovingia,-1561,-1607,1,2
Reino franco,-1831,-1451,1,2
Reino lombardo,-1724,-1537,1,2
Reino visigodo de Toledo,-1707,-1550,1,2
Reinos germánicos,-942,-976,1.4142135623730951,2
Relaciones de producción,-1816,-1463,1,2
Relaciones feudo-vasalláticas,-1617,-1715,1,2
Remigio de Auxerre,-1906,-1409,1,2
Remismundo,-1885,-1455,1,2
Renacimiento macedonio,-1841,-1393,1,2
Renta feudal,-1632,-1707,1,2
Rentas feudales,-1757,-1458,1,2
Repoblación,-1745,-1421,1,2
Repúblicas marítimas,-1797,-1506,1,2
Reserva señorial,-1665,-1531,1,2
Ricimero,-1839,-1354,1,2
Rin,-1794,-1653,1,2
Roberto II de Francia,-1803,-1598,1,2
Románico,-1716,-1673,1,2
Rosacruces,-1862,-1581,1,2
Ruta de las especias,-1766,-1637,1,2
Ruta del incienso,-1778,-1342,1,2
Ruy González de Clavijo,-1675,-1694,1,2
Rávena,-689,-1435,1.4142135623730951,2
Rómulo Augústulo,-1654,-1557,1,2
Sacralización,-1731,-1509,1,2
Sacramento (catolicismo),-1646,-1523,1,2
Saga de Hrafnkell,-1808,-1518,1,2
Sagrados óleos,-1726,-1501,1,2
Sahariana,-1630,-1586,1,2
Saint Gall,-1750,-1477,1,2
Saladino,-1814,-1573,1,2
Salterio Chludov,-1559,-1730,1,2
Salvajismo,-1096,-391,1.4142135623730951,2
Salviano de Marsella,-1860,-1514,1,2
Samarcanda,-1631,-1646,1,2
Samurái,-1648,-1537,1,2
San Brandán,-1784,-1674,1,2
San Columba,-1716,-1432,1,2
San Esteban I de Hungría,-1744,-1635,1,2
San Hermenegildo,-1542,-1633,1,2
San Martín de Dumio,-1816,-1563,1,2
Santa Sede,-387,-520,2,2
Santa Sofía de Constantinopla,-1596,-1739,1,2
Santo Grial,-1730,-1413,1,2
Santo Tomás Becket,-1857,-1615,1,2
Saqueo de Roma (410),-1802,-1485,1,2
Saqueo de Roma (455),-1732,-1555,1,2
Saqueo de Roma (546),-1854,-1433,1,2
Sasánida,-1536,-1708,1,2
Sello,-1671,-1588,1,2
Serbia,-1584,-1672,1,2
Serna,-1702,-1534,1,2
Señor,-1694,-1552,1,2
Señorío,-1795,-1489,1,2
Señorío jurisdiccional,-1867,-1599,1,2
Señorío territorial,-1760,-1666,1,2
Shogunato,-1783,-1690,1,2
Siervo,-1648,-928,1.4142135623730951,2
Silla de montar,-517,-481,1.4142135623730951,2
Silvestre I,-1733,-1728,1,2
Simbad el marino,-1628,-1565,1,2
Simonía,-1826,-1640,1,2
Sinalagmático,-1847,-1424,1,2
Siria (provincia romana),-1244,-882,2,2
Sociedad estamental,-208,-883,1.7320508075688772,2
Sui,-1832,-1538,1,2
Sultanato de Bahmani,-1822,-1514,1,2
Sultanato de Delhi,-1766,-1434,1,2
Suníes,-1593,-1669,1,2
Tamerlán,-1585,-1652,1,2
Taumatúrgica,-1865,-1495,1,2
Teodomiro (suevo),-1672,-1550,1,2
Teodora,-1762,-1695,1,2
Teodosio I el Grande,-1435,-773,1.7320508075688772,2
Tercer estado,-1564,-1667,1,2
Theotokos,-1842,-1382,1,2
Thing,-1863,-1441,1,2
Tiara papal,-1709,-1579,1,2
Tiempo histórico,-903,-975,1.4142135623730951,2
Tierra arable,-1620,-1631,1,2
Tonsura,-1766,-1370,1,2
Tonsura céltica,-1691,-1742,1,2
Toque real,-1725,-1632,1,2
Torre del homenaje,-1614,-1671,1,2
Toulouse,-1878,-1474,1,2
Trabajo (economía),-893,-1026,1.4142135623730951,2
Triboniano,-1863,-1346,1,2
Trovadores,-1714,-1441,1,2
Tráfico de esclavos,-127,-688,1.4142135623730951,2
Turcos,-1550,-1619,1,2
Turcos selyúcidas,-1874,-1458,1,2
Ucrania,-1900,-1470,1,2
Umma (islam),-1139,-320,2.23606797749979,2
Unción,-1777,-1518,1,2
Uthman ibn Affan,-1562,-1694,1,2
Valentiniano III,-1678,-1667,1,2
Vasallaje,-1842,-1556,1,2
Vasallo,-1862,-1420,1,2
Villae,-1690,-1674,1,2
Vinland,-1694,-1617,1,2
Visigodos,-1858,-1479,1,2
Vitral,-1035,-1547,1.4142135623730951,2
Vladimiro I de Kiev,-1649,-1702,1,2
Votos monásticos,-912,-1086,1.4142135623730951,2
Vándalos,-1660,-1545,1,2
Vías romanas,-1871,-1363,1,2
Wamba (rey),-1675,-1657,1,2
Wulfstan de York,-1823,-1545,1,2
Yizia,-2170,-967,1.4142135623730951,2
Zheng He,-1809,-1331,1,2
Ziryab,-1711,-1500,1,2
Zoco,-1106,-1616,1.4142135623730951,2
Zoroastriana,-1623,-1558,1,2
Ávaro,-1783,-1553,1,2
Época de las invasiones,-1691,-1541,1,2
Época oscura,-1774,-1374,1,2
Úrsula (santa),-1773,-1582,1,2
Saqueo de Roma (472),-1831,-1441,1,2
Renacimiento visigodo,-1558,-1702,1,2
Patriarca Juan VII de Constantinopla,-1551,-1651,1,2
Al-Suyuti,-1568,-1686,1,2
Ziauddin Sardar,-1734,-1635,1,2
Tudmir,-1663,-1575,1,2
Marca Sajona,-1786,-1432,1,2
Bretones,-1888,-1515,1,2
Marca Lombarda,-1854,-1420,1,2
Protonacionalismo,-219,-1708,1.4142135623730951,2
Tenure,-1841,-1336,1,2
Coto redondo,-1697,-1593,1,2
Haimón de Auxerre,-1754,-1610,1,2
Ejecutoria,-1821,-1456,1,2
Abadía de Cluny,-1783,-1443,1,2
Acumulación de capital,-1750,-1690,1,2
Acumulación del capital,-1889,-1400,1,2
Adán y Eva,-1800,-1549,1,2
Agnès Sorel,-1890,-1420,1,2
Agricultura,-147,-291,2.449489742783178,2
Al-Azraq,-1738,-1449,1,2
Albañilería,-1727,-1584,1,2
Alberto Magno,-558,-1619,1.4142135623730951,2
Albigenses,-1771,-939,1.4142135623730951,2
Alejandro de Hales,-1535,-1665,1,2
Alfonso I el Batallador,-1825,-1409,1,2
Alfonso VI de Castilla,-1603,-1610,1,2
Alfoz (urbanismo),-1774,-1631,1,2
Aljama,-1744,-1509,1,2
Almanzor,-1718,-1519,1,2
Almogávar,-1610,-1720,1,2
Almohades,-1716,-1599,1,2
Almorávides,-1744,-1545,1,2
Alta burguesía,-1842,-1582,1,2
Alto Imperio,-1772,-1395,1,2
Alþingi,-1604,-1688,1,2
Amancebamiento,-1746,-1680,1,2
Anonimato,-964,-826,1.4142135623730951,2
Anunciación,-1833,-1528,1,2
Aprendiz,-1794,-1514,1,2
Arado,-913,-1017,1.4142135623730951,2
Arado romano,-1716,-1508,1,2
Archivo notarial,-1620,-1612,1,2
Arcángel San Gabriel,-1681,-1492,1,2
Argumento cosmológico,-68,205,1.7320508075688772,2
Argumento teleológico,358,556,2,2
Armas de fuego,-1710,-1684,1,2
Arnaud Amaury,-1737,-1654,1,2
Arqueología medieval,-1715,-1546,1,2
Artemisa,-1711,-1525,1,2
Asedio,-1546,-1734,1,2
Astarté,-1870,-1507,1,2
Asunción de la Virgen,-1584,-1751,1,2
Atesoramiento,-1687,-1519,1,2
Avemaría,-1676,-1626,1,2
Año mil,-1779,-1654,1,2
Baldo degli Ubaldi,-1623,-1707,1,2
Banco,-1537,-803,1.4142135623730951,2
Barbecho,-1792,-1366,1,2
Batalla,-1689,-1564,1,2
Batalla de Atapuerca,-1611,-1736,1,2
Batalla de Azincourt,-1797,-1536,1,2
Batalla de Hastings,-914,-2114,1.4142135623730951,2
Batalla de Lechfeld,-1859,-1607,1,2
Batalla de Legnano,-1648,-1623,1,2
Batalla de Navas de Tolosa,-1758,-1712,1,2
Batalla de Uclés (1108),-1880,-1363,1,2
Batalla de Zalaca,-1841,-1601,1,2
Batalla del Salado,-1796,-1592,1,2
Behetría,-1861,-1385,1,2
Bilbao,-1770,-948,1.4142135623730951,2
Blasfemia,-1812,-1380,1,2
Borgo a Mozzano,-1617,-1681,1,2
Bosque,-1644,-1559,1,2
Bruja,-1644,-1740,1,2
Bruno de Colonia,-1817,-1404,1,2
Buey,-1648,-1589,1,2
Buhonero,-1690,-1666,1,2
Burgo,-1801,-1637,1,2
Burgo de Osma,-1886,-1524,1,2
Burgos,-1789,-1528,1,2
Bártolo de Sassoferrato,-1785,-1371,1,2
Caballero villano,-1729,-1688,1,2
Caballeros teutónicos,-1696,-1645,1,2
Caballería,-1531,-1713,1,2
Caballo de tiro,-1803,-1495,1,2
Caballos,-1627,-1717,1,2
Calendario islámico,-1744,-1534,1,2
Cambio climático,186,709,2.23606797749979,2
Camino de Santiago,-1578,-1605,1,2
Campo de batalla,-98,-1493,1.4142135623730951,2
Canal de la Mancha,-909,-2117,1.4142135623730951,2
Cantar de gesta,-774,-1707,1.4142135623730951,2
Cantería,-1608,-1708,1,2
Cantábrico,-1634,-1738,1,2
Canónigo (eclesiástico),-1742,-1392,1,2
Capetos,-1809,-1475,1,2
Capitalismo comercial,-1801,-1384,1,2
Carlos VII de Francia,-1830,-1335,1,2
Carmina Burana,-1798,-1448,1,2
Carnavales,-1805,-1673,1,2
Carne (teología),-1684,-1503,1,2
Carnicería,-1661,-1606,1,2
Carpintería,-1631,-1637,1,2
Carta puebla,-1861,-1564,1,2
Cartuja,-1577,-1616,1,2
Casa de Anjou,-1694,-1631,1,2
Casa de Bjälbo,-1739,-1502,1,2
Casa de Borgoña,-1901,-1511,1,2
Casa de Habsburgo,-1670,-1496,1,2
Casa de Trastámara,-1603,-1658,1,2
Catedral,-1126,-1265,2,2
Catedral de Siena,-1601,-1711,1,2
Catedrales de España,-1655,-1741,1,2
Celibato,-1888,-1388,1,2
Chivo expiatorio,-1862,-1394,1,2
Christopher Hill,-1653,-1667,1,2
Cibeles,-1004,-2049,1.4142135623730951,2
Circulación monetaria,-1693,-1704,1,2
Cisma de Occidente,-1561,-1717,1,2
Cisterciense,-212,-1700,1.4142135623730951,2
Ciudad medieval,-1775,-1530,1,2
Ciudades-estado italianas,-1715,-1655,1,2
Clima,-222,-737,2,2
Collera (arnés),-1746,-1446,1,2
Cometa Halley,406,-159,1.4142135623730951,2
Competencia (economía),-503,-486,1.4142135623730951,2
Compromiso de Caspe,-1748,-1381,1,2
Compás (herramienta),-1741,-1589,1,2
Comuna,-1880,-1417,1,2
Comunismo,-126,274,2.6457513110645907,2
Comunión,-1759,-939,1.4142135623730951,2
Comunión de los Santos,-1669,-1678,1,2
Concejo de la Mesta,-1700,-1725,1,2
Conciliarismo,-1806,-1607,1,2
Concilio de Constanza,-1574,-1655,1,2
Concilio de Letrán I,-1768,-1413,1,2
Concilio de Pisa,-1733,-1497,1,2
Condado de Barcelona,-1785,-1353,1,2
Conde de Flandes,-1834,-1505,1,2
Conquista de Granada,-1897,-1378,1,2
Conquista de Navarra,-1813,-1666,1,2
Conrad von Soest,-1604,-1640,1,2
Consulado del Mar,-1712,-1721,1,2
Contabilidad,-101,241,2.23606797749979,2
Contribuciones islámicas a la Europa medieval,-1576,-1719,1,2
Corredentora,-1826,-1505,1,2
Corte noble,-924,-2103,1.4142135623730951,2
Cortes de León,-1605,-1674,1,2
Coyuntura,-1692,-1482,1,2
Coímbra,-1828,-1375,1,2
Crisis de la Edad Media,-886,-1053,1.4142135623730951,2
Crisis de la Edad Media en España,-1791,-1440,1,2
Cronología de la Edad Media,-1737,-1422,1,2
Crédito,-1766,-1385,1,2
Cuestión de los universales,-1771,-1623,1,2
Cáceres,-1835,-1323,1,2
Cátaros,-1785,-922,1.4142135623730951,2
Císter,-1703,-1703,1,2
Código de honor,-1854,-1534,1,2
Cónclave,-1777,-1405,1,2
Damietta,-1552,-1692,1,2
Danza medieval,-1787,-1660,1,2
Danzing,-1835,-1490,1,2
Deméter,-1822,-1579,1,2
Derecho común,-1896,-1429,1,2
Derecho penal,-486,26,2.23606797749979,2
Derechos de estola,-1744,-1490,1,2
Desarrollo económico,-1543,-1723,1,2
Desarrollo social,-1527,-1683,1,2
Desierto del Duero,-1720,-1481,1,2
Dictatus papae,-1830,-1365,1,2
Digesto,-1716,-1227,1.4142135623730951,2
Dinastía Hohenstaufen,-1808,-1369,1,2
Dinastía Jimena,-1683,-1746,1,2
Dinastía Jogalia,-1791,-1684,1,2
Dinastía salia,-1694,-1572,1,2
Divina Comedia,-464,-1156,1.7320508075688772,2
División de poderes,-1625,-644,1.4142135623730951,2
Dominico,-754,-275,2,2
Dominium mundi,-1744,-1658,1,2
Dragón,-1856,-1329,1,2
Drakkar,-1846,-1630,1,2
Drang nach Osten,-1660,-1696,1,2
Ducado de Aquitania,-1638,-1683,1,2
Ducado de Atenas,-1642,-1642,1,2
Ducado de Borgoña,-1668,-1646,1,2
Ducado de Neopatria,-1822,-1428,1,2
Duelo,-1898,-1413,1,2
Duende,-1640,-1732,1,2
Dulcinianos,-1883,-1463,1,2
Díptico,-1724,-1661,1,2
Eclipse,413,-153,1.4142135623730951,2
Economía monetaria,-1677,-1674,1,2
El cañón en la Edad Media,-1793,-1670,1,2
El matrimonio Arnolfini,-1862,-1505,1,2
El monasterio en España,-1870,-1424,1,2
El otoño de la Edad Media,-1669,-1747,1,2
Enrique II del Sacro Imperio Romano Germánico,-1683,-1512,1,2
Enrique IV del Sacro Imperio Romano Germánico,-1678,-1527,1,2
Enrique el León,-1847,-1375,1,2
Era cristiana,-1751,-1646,1,2
Era hispánica,-1533,-1690,1,2
Escuela de Oxford,-1668,-1626,1,2
Especias,-1859,-1373,1,2
Estado borgoñón,-1895,-1487,1,2
Estados Cruzados,-1897,-1401,1,2
Estados Generales de Francia,-1632,-1551,1,2
Esteban I de Hungría,-1772,-1424,1,2
Estrasburgo,-1611,-1627,1,2
Estrategia militar medieval,-1641,-1530,1,2
Estrecho de Gibraltar,-1667,-1688,1,2
Estudio General de Palencia,-1700,-1559,1,2
Estupro,-1730,-1445,1,2
Eva,-1731,-1704,1,2
Evangelios apócrifos,-1767,-1400,1,2
Existencia de Dios,172,586,2.449489742783178,2
Expulsión de los judíos,-1787,-1339,1,2
Extrema unción,-1816,-1371,1,2
Facultad de Medicina de Montpellier,-1727,-1524,1,2
Familia nuclear,-1805,-1588,1,2
Fascismo,-306,-300,3,2
Federico II Hohenstaufen,-1749,-1714,1,2
Federico I Barbarroja,-1785,-1572,1,2
Feria,-1036,-1557,1.4142135623730951,2
Ferias de Champaña,-1620,-1741,1,2
Ferias de Medina del Campo,-1697,-1716,1,2
Fernando II de Aragón,-1779,-1455,1,2
Fiesta del asno,-1771,-1512,1,2
Fiesta del obispillo,-1822,-1589,1,2
Fin de los Tiempos (hipótesis),-1876,-1526,1,2
Finanzas,-1878,-1514,1,2
Flagelantes,-1550,-1702,1,2
Frailes,-1613,-1701,1,2
Franciscano,-970,-299,2.23606797749979,2
Francisco Jiménez de Cisneros,-1737,-1408,1,2
Frangipani,-1789,-1408,1,2
Friburgo de Brisgovia,-1829,-1355,1,2
Fuero,-1533,-1678,1,2
Gasto suntuario,-1876,-1555,1,2
Gastronomía de la Edad Media,-1536,-1725,1,2
Gea,-1687,-1533,1,2
Georges Duby,-902,-1003,1.4142135623730951,2
Georges Lefebvre,-1620,-1585,1,2
Gibbon,-561,-1633,1.4142135623730951,2
Gibelinos,-1537,-1644,1,2
Gilles de Rais,-1551,-1630,1,2
Giuliano Procacci,-1763,-1591,1,2
Glosa,-1700,-1544,1,2
Gregorio VII,-1835,-1411,1,2
Guerra de los Remensas,-1807,-1418,1,2
Guerras comerciales,-1868,-1474,1,2
Gueto,-1897,-708,1.4142135623730951,2
Guillermo I de Inglaterra,-550,-1924,1.7320508075688772,2
Guillermo de Champeaux,-1764,-1705,1,2
Guillermo de Moerbeke,-1723,-1681,1,2
Guillermo de Occam,-549,-1643,1.4142135623730951,2
Guillermo el Conquistador,-1906,-1491,1,2
Gótico flamígero,-1853,-1396,1,2
Gótico internacional,-1672,-1512,1,2
Gótico isabelino,-1873,-1579,1,2
Güelfos,-1566,-1675,1,2
Hambrunas,-1569,-1609,1,2
Hamburgo,-228,-1702,1.4142135623730951,2
Hansa,-1627,-1594,1,2
Hereje,-1761,-1495,1,2
Herejías,-1869,-1547,1,2
Herrero,-1821,-1437,1,2
Hilado,-1821,-1632,1,2
Historia de Europa,-632,-285,2,2
Historia del capitalismo,-1832,-1556,1,2
Historia medieval de España,-1674,-1726,1,2
Holocausto nuclear,-1817,-1551,1,2
Honra,-1759,-1574,1,2
Hospitalarios,-1584,-1723,1,2
Hueste,-1861,-1486,1,2
Humedal,-916,-2094,1.4142135623730951,2
Humildad,-2163,-975,1.4142135623730951,2
Husismo,-1723,-1698,1,2
Hussitas,-1769,-1545,1,2
Hégira,-1092,-1647,1.4142135623730951,2
Ibn Hazm,-760,-252,2,2
Ideal caballeresco,-1590,-1623,1,2
Ideológica,-594,-1055,2,2
Iglesia oriental,-1286,-930,1.4142135623730951,2
Imperio búlgaro,-1660,-1749,1,2
Imperio otomano,-1649,-715,2,2
Impuesto,-506,-476,1.4142135623730951,2
Incesto,-1598,-1601,1,2
Indumentaria (Edad Media),-1815,-1603,1,2
Inmaculada Concepción,-1759,-1428,1,2
Inocencia,-1766,-1681,1,2
Inocencio III,-1857,-1449,1,2
Institucional,-1853,-1520,1,2
Instituciones españolas del Antiguo Régimen,-1851,-1484,1,2
Inversión,-1769,-1605,1,2
Irnerio,-1665,-1654,1,2
Isabel I de Castilla,-1685,-1576,1,2
Islas británicas,-1270,-1031,1.7320508075688772,2
Istar,-1560,-1681,1,2
Ius commune,-1764,-1419,1,2
Jacopo da Vorágine,-1834,-1625,1,2
Jacques Heers,-1753,-1488,1,2
Jaime I el Conquistador,-1753,-1703,1,2
Joca monachorum,-1870,-1400,1,2
Johan Huizinga,158,-503,2,2
John Ball (sacerdote),-1807,-1445,1,2
Jornalero,-1793,-1353,1,2
Juan Duns Escoto,-1722,-1563,1,2
Juan del Encina,-1660,-1627,1,2
Juana de Arco,-1847,-1611,1,2
